COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,GDSC Tissue descriptor 1,GDSC Tissue descriptor 2,Cancer Type (matching TCGA label),Microsatellite instability Status (MSI),Screen Medium,Growth Properties,CNA,Gene Expression,Methylation,TARGET,TARGET_PATHWAY
907796,LU-99A,UNCLASSIFIED,1005,Cisplatin,4.321808,0.932511,0.596804,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908120,MDA-MB-175-VII,BRCA,1005,Cisplatin,5.540888,0.951105,1.25861,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,N,N,DNA crosslinker,DNA replication
908121,MDA-MB-361,BRCA,1005,Cisplatin,4.337986,0.981788,0.605586,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908122,MDA-MB-453,BRCA,1005,Cisplatin,4.375997,0.974908,0.626222,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908123,MDA-MB-468,BRCA,1005,Cisplatin,1.329274,0.837636,-1.027763,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908125,MEL-JUSO,SKCM,1005,Cisplatin,3.761015,0.963501,0.292364,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908126,MEG-01,LCML,1005,Cisplatin,1.651527,0.881755,-0.85282,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908127,MES-SA,UNCLASSIFIED,1005,Cisplatin,1.758819,0.878993,-0.794574,urogenital_system,uterus,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908128,Mewo,SKCM,1005,Cisplatin,5.162874,0.977383,1.053396,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908129,MFE-280,UCEC,1005,Cisplatin,6.631959,0.988942,1.850923,urogenital_system,endometrium,UCEC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908130,MFE-296,UCEC,1005,Cisplatin,4.896575,0.987454,0.908829,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908131,MG-63,UNCLASSIFIED,1005,Cisplatin,2.515355,0.908953,-0.383871,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908132,MHH-CALL-2,UNCLASSIFIED,1005,Cisplatin,0.690424,0.814532,-1.374577,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908134,MHH-ES-1,UNCLASSIFIED,1005,Cisplatin,2.20087,0.907881,-0.554597,bone,ewings_sarcoma,,MSS/MSI-L,R,Adherent,Y,N,Y,DNA crosslinker,DNA replication
908136,MHH-PREB-1,UNCLASSIFIED,1005,Cisplatin,3.135945,0.974343,-0.04697,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908138,MKN1,UNCLASSIFIED,1005,Cisplatin,3.534209,0.93217,0.169238,digestive_system,stomach,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908139,MKN28,STAD,1005,Cisplatin,5.422519,0.97865,1.19435,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908141,ML-2,LAML,1005,Cisplatin,0.347541,0.780243,-1.560719,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908142,MLMA,UNCLASSIFIED,1005,Cisplatin,3.38352,0.970327,0.087433,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908143,MN-60,UNCLASSIFIED,1005,Cisplatin,2.819078,0.930599,-0.218988,leukemia,B_cell_leukemia,,MSI-H,D/F12,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908144,MOG-G-CCM,LGG,1005,Cisplatin,4.71954,0.965617,0.812722,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908145,MOG-G-UVW,LGG,1005,Cisplatin,1.59977,0.874985,-0.880917,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908146,MOLT-13,ALL,1005,Cisplatin,2.172969,0.939897,-0.569743,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908147,MOLT-16,ALL,1005,Cisplatin,0.228096,0.781966,-1.625562,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908148,MONO-MAC-6,LAML,1005,Cisplatin,1.05651,0.844917,-1.175839,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908149,Mo-T,UNCLASSIFIED,1005,Cisplatin,2.208223,0.897168,-0.550605,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908150,MPP-89,MESO,1005,Cisplatin,2.857886,0.925062,-0.19792,lung,mesothelioma,MESO,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908151,MRK-nu-1,BRCA,1005,Cisplatin,3.070274,0.971974,-0.082621,breast,breast,BRCA,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908152,MSTO-211H,MESO,1005,Cisplatin,3.898608,0.964225,0.36706,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908156,MV-4-11,UNCLASSIFIED,1005,Cisplatin,-0.288379,0.710626,-1.905943,leukemia,leukemia,,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908158,NALM-6,UNCLASSIFIED,1005,Cisplatin,0.504128,0.792664,-1.475712,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908159,NAMALWA,UNCLASSIFIED,1005,Cisplatin,-0.597402,0.665987,-2.073703,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908440,NB69,NB,1005,Cisplatin,1.760838,0.869399,-0.793478,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908441,NCCIT,,1005,Cisplatin,3.200835,0.954759,-0.011742,urogenital_system,testis,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908443,NCI-H520,LUSC,1005,Cisplatin,3.186718,0.926925,-0.019406,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908444,SNU-1,STAD,1005,Cisplatin,3.015164,0.952901,-0.112538,,,,,,,,,,DNA crosslinker,DNA replication
908445,SNU-5,STAD,1005,Cisplatin,1.389919,0.858189,-0.99484,,,,,,,,,,DNA crosslinker,DNA replication
908446,SNU-16,STAD,1005,Cisplatin,2.033718,0.928393,-0.645339,,,,,,,,,,DNA crosslinker,DNA replication
908447,NH-12,NB,1005,Cisplatin,1.123142,0.813416,-1.139666,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908448,NKM-1,LAML,1005,Cisplatin,0.190495,0.743769,-1.645975,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908451,NOMO-1,LAML,1005,Cisplatin,1.202146,0.857369,-1.096777,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908454,NTERA-2-cl-D1,UNCLASSIFIED,1005,Cisplatin,0.096394,0.724438,-1.69706,,,,,,,,,,DNA crosslinker,DNA replication
908455,NUGC-3,STAD,1005,Cisplatin,-0.541849,0.647338,-2.043545,digestive_system,stomach,STAD,MSI-H,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908457,NCI-H747,COREAD,1005,Cisplatin,5.540072,0.965144,1.258166,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908458,NCI-H716,COREAD,1005,Cisplatin,4.510704,0.965335,0.69935,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908459,NCI-H596,UNCLASSIFIED,1005,Cisplatin,3.755788,0.94904,0.289527,lung_NSCLC,lung_NSCLC_adenocarcinoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908460,NCI-H441,LUAD,1005,Cisplatin,5.469535,0.936077,1.219874,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908461,NCI-N87,STAD,1005,Cisplatin,4.13075,0.934502,0.493084,digestive_system,stomach,STAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908462,NCI-H2452,MESO,1005,Cisplatin,5.80927,0.975322,1.404307,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908463,NCI-H1793,LUAD,1005,Cisplatin,6.618796,0.974209,1.843777,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908465,NCI-H358,LUAD,1005,Cisplatin,4.233994,0.940232,0.549132,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908467,NCI-H1155,UNCLASSIFIED,1005,Cisplatin,1.973946,0.904395,-0.677788,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
908470,NCI-H28,MESO,1005,Cisplatin,7.926561,0.974666,2.553727,lung,mesothelioma,MESO,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908471,NCI-H1581,UNCLASSIFIED,1005,Cisplatin,3.950024,0.976431,0.394972,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Semi-Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908472,NCI-H1573,LUAD,1005,Cisplatin,6.032165,0.992464,1.52531,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908473,NCI-H1666,LUAD,1005,Cisplatin,5.888208,0.966254,1.44716,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Semi-Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908474,NCI-H1703,UNCLASSIFIED,1005,Cisplatin,4.965323,0.98533,0.94615,lung_NSCLC,lung_NSCLC_adenocarcinoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908475,NCI-H1755,LUAD,1005,Cisplatin,4.935801,0.972292,0.930124,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908476,NCI-H1993,LUAD,1005,Cisplatin,3.625305,0.947197,0.218691,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
908483,NCI-H524,SCLC,1005,Cisplatin,1.750988,0.903231,-0.798825,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909248,ONS-76,MB,1005,Cisplatin,2.562268,0.906694,-0.358403,nervous_system,medulloblastoma,MB,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909249,OPM-2,MM,1005,Cisplatin,1.769141,0.918219,-0.78897,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909250,OS-RC-2,KIRC,1005,Cisplatin,3.729283,0.943693,0.275138,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909251,P12-ICHIKAWA,ALL,1005,Cisplatin,0.364809,0.784577,-1.551345,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909252,P30-OHK,ALL,1005,Cisplatin,0.573337,0.816652,-1.438141,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909253,P31-FUJ,LAML,1005,Cisplatin,2.466402,0.933792,-0.410446,leukemia,acute_myeloid_leukaemia,LAML,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909255,PA-1,UNCLASSIFIED,1005,Cisplatin,1.360201,0.853043,-1.010973,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909256,OCUB-M,BRCA,1005,Cisplatin,3.154564,0.962322,-0.036862,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909257,OC-314,OV,1005,Cisplatin,1.564546,0.878457,-0.90004,urogenital_system,ovary,OV,MSI-H,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909260,PF-382,ALL,1005,Cisplatin,0.984009,0.835906,-1.215198,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909262,Raji,UNCLASSIFIED,1005,Cisplatin,1.420276,0.88663,-0.97836,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909263,RCM-1,COREAD,1005,Cisplatin,4.69806,0.95481,0.801061,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909264,RD,UNCLASSIFIED,1005,Cisplatin,3.835953,0.956183,0.333046,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909696,REH,UNCLASSIFIED,1005,Cisplatin,0.999533,0.849877,-1.20677,leukemia,B_cell_leukemia,,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909697,RF-48,STAD,1005,Cisplatin,2.011536,0.897463,-0.657381,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909698,RKO,COREAD,1005,Cisplatin,2.815678,0.943762,-0.220834,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909699,RMG-I,UNCLASSIFIED,1005,Cisplatin,7.731496,0.97031,2.447832,urogenital_system,ovary,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909701,RPMI-6666,UNCLASSIFIED,1005,Cisplatin,0.172726,0.739156,-1.655621,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909702,RPMI-8402,ALL,1005,Cisplatin,0.684116,0.818723,-1.378002,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909703,RS4-11,ALL,1005,Cisplatin,0.557624,0.808985,-1.446671,leukemia,leukemia,ALL,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909704,RT-112,BLCA,1005,Cisplatin,4.66005,0.981732,0.780426,urogenital_system,Bladder,BLCA,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909707,Saos-2,UNCLASSIFIED,1005,Cisplatin,2.934207,0.935353,-0.156488,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909708,SAS,HNSC,1005,Cisplatin,1.905349,0.879567,-0.715027,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909709,SCC-9,HNSC,1005,Cisplatin,4.213467,0.967242,0.537988,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909713,SH-4,SKCM,1005,Cisplatin,2.99347,0.923543,-0.124316,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909716,SJRH30,UNCLASSIFIED,1005,Cisplatin,2.950793,0.962373,-0.147484,soft_tissue,rhabdomyosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909717,SJSA-1,UNCLASSIFIED,1005,Cisplatin,3.720688,0.949425,0.270472,bone,bone_other,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909718,SK-CO-1,COREAD,1005,Cisplatin,-0.471954,0.660879,-2.005601,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909719,SK-HEP-1,LIHC,1005,Cisplatin,4.355934,0.978422,0.61533,digestive_system,liver,LIHC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909720,SK-LMS-1,UNCLASSIFIED,1005,Cisplatin,2.812198,0.928089,-0.222723,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909721,SK-LU-1,LUAD,1005,Cisplatin,3.087837,0.883151,-0.073086,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909723,SK-MEL-1,SKCM,1005,Cisplatin,2.894797,0.916814,-0.177882,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909725,SK-MEL-24,SKCM,1005,Cisplatin,3.001846,0.913518,-0.119768,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909728,SK-MES-1,LUSC,1005,Cisplatin,4.333717,0.967654,0.603269,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909729,SK-MG-1,GBM,1005,Cisplatin,4.381137,0.968437,0.629012,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909731,SK-PN-DW,UNCLASSIFIED,1005,Cisplatin,0.847316,0.817132,-1.289405,bone,ewings_sarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909732,SK-UT-1,UNCLASSIFIED,1005,Cisplatin,2.889671,0.944775,-0.180665,soft_tissue,soft_tissue_other,,MSI-H,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909735,SNG-M,UCEC,1005,Cisplatin,4.113313,0.979523,0.483617,urogenital_system,endometrium,UCEC,MSI-H,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909736,SNU-387,LIHC,1005,Cisplatin,5.825072,0.979112,1.412885,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909737,SNU-423,LIHC,1005,Cisplatin,3.643977,0.943807,0.228827,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909738,SNU-449,LIHC,1005,Cisplatin,4.96565,0.946918,0.946328,digestive_system,liver,LIHC,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909740,SNU-C2B,COREAD,1005,Cisplatin,4.889967,0.950509,0.905242,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909743,SUP-T1,ALL,1005,Cisplatin,0.835525,0.798123,-1.295806,leukemia,lymphoblastic_T_cell_leukaemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909744,SW13,ACC,1005,Cisplatin,3.527715,0.967201,0.165712,kidney,adrenal_gland,ACC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909745,SW1088,GBM,1005,Cisplatin,4.457668,0.95654,0.670558,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909746,SW1116,COREAD,1005,Cisplatin,5.300933,0.981034,1.128344,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909747,SW1417,COREAD,1005,Cisplatin,7.263085,0.965337,2.193544,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909748,SW1463,COREAD,1005,Cisplatin,4.598338,0.973786,0.746924,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909749,SW1710,BLCA,1005,Cisplatin,6.208892,0.988042,1.621251,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909750,SW1783,LGG,1005,Cisplatin,1.683804,0.862909,-0.835298,nervous_system,glioma,LGG,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909751,SW48,COREAD,1005,Cisplatin,2.392391,0.891327,-0.450625,large_intestine,large_intestine,COAD/READ,MSI-H,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909753,SW626,OV,1005,Cisplatin,5.506878,0.961453,1.240146,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909754,SW684,UNCLASSIFIED,1005,Cisplatin,6.027346,0.972552,1.522695,soft_tissue,fibrosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909755,SW837,COREAD,1005,Cisplatin,4.2585,0.96413,0.562435,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909756,SW872,UNCLASSIFIED,1005,Cisplatin,1.160994,0.810623,-1.119117,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909757,SW948,COREAD,1005,Cisplatin,3.464852,0.942571,0.131585,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909759,SW982,UNCLASSIFIED,1005,Cisplatin,2.224003,0.892854,-0.542038,soft_tissue,soft_tissue_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909761,T84,COREAD,1005,Cisplatin,3.898533,0.965189,0.367019,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909769,TGBC1TKB,UNCLASSIFIED,1005,Cisplatin,4.702397,0.961435,0.803415,digestive_system,biliary_tract,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909770,TGBC11TKB,STAD,1005,Cisplatin,4.428035,0.973554,0.654471,digestive_system,stomach,STAD,MSI-H,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909773,TUR,DLBC,1005,Cisplatin,2.707163,0.973381,-0.279744,lymphoma,B_cell_lymphoma,DLBC,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909774,TYK-nu,UNCLASSIFIED,1005,Cisplatin,1.890157,0.837879,-0.723275,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909776,U-2-OS,UNCLASSIFIED,1005,Cisplatin,5.436399,0.989896,1.201885,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909777,U-698-M,UNCLASSIFIED,1005,Cisplatin,1.266677,0.864753,-1.061745,leukemia,B_cell_leukemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909778,UACC-893,BRCA,1005,Cisplatin,3.317903,0.958264,0.05181,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909779,UMC-11,UNCLASSIFIED,1005,Cisplatin,3.376909,0.946624,0.083844,lung_NSCLC,lung_NSCLC_carcinoid,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909781,VMRC-RCZ,KIRC,1005,Cisplatin,7.672961,0.97915,2.416055,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909784,WM-115,SKCM,1005,Cisplatin,2.548003,0.888829,-0.366147,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909785,WSU-NHL,UNCLASSIFIED,1005,Cisplatin,1.063499,0.846295,-1.172045,lymphoma,lymphoid_neoplasm other,,MSI-H,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909904,YAPC,PAAD,1005,Cisplatin,6.785055,0.977593,1.934034,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909905,YH-13,GBM,1005,Cisplatin,2.558128,0.908343,-0.360651,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909907,ZR-75-30,BRCA,1005,Cisplatin,6.461361,0.978922,1.75831,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909974,RCC10RGB,KIRC,1005,Cisplatin,5.851609,0.957793,1.427291,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909975,KURAMOCHI,UNCLASSIFIED,1005,Cisplatin,4.359736,0.952521,0.617393,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
909976,KM-H2,UNCLASSIFIED,1005,Cisplatin,1.39062,0.878112,-0.99446,lymphoma,Hodgkin_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,DNA crosslinker,DNA replication
909977,HuO-3N1,UNCLASSIFIED,1005,Cisplatin,4.676751,0.972392,0.789493,bone,osteosarcoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
910079,OE19,ESCA,1005,Cisplatin,3.774364,0.947001,0.299611,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,DNA crosslinker,DNA replication
